Year,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
2006,Libya,LBY,1.08873E+11,5886874,76.07,1.61,2.081,0.004,12.051,33.39,5.73,0,53.256,0.2,0,0.22,0.3,1.72,0.17
2007,Libya,LBY,1.23716E+11,5974786,75.94,1.65,2.016,0,12.106,30.261,5.595,0,49.977,0.18,0,0.21,0.27,1.61,0.16
2008,Libya,LBY,1.53727E+11,6058740,76.77,1.69,2.119,0,12.576,31.318,7.578,0,53.591,0.19,0,0.21,0.28,2.09,0.17
2009,Libya,LBY,1.6556E+11,6133987,70.36,1.78,2.503,0,11.234,33.112,6.273,0,53.121,0.21,0,0.2,0.3,1.71,0.17
2010,Libya,LBY,1.87529E+11,6197667,74.21,1.86,2.699,0,13.198,38.054,6.701,0.001,60.653,0.22,0,0.21,0.34,1.83,0.18
2011,Libya,LBY,79210020864,6247438,29.85,1.77,1.339,0,10.168,35.2,2.506,0,49.212,0.1,0,0.16,0.31,0.71,0.14
2012,Libya,LBY,1.74091E+11,6285751,70.81,1.86,0.765,0,10.71,32.628,7.544,0,51.647,0.06,0,0.16,0.28,2.07,0.15
2013,Libya,LBY,80095117312,6320350,51.81,1.89,0.778,0,13.272,21.616,6.248,7.11E-15,41.914,0.05,0,0.2,0.19,1.69,0.12
2014,Libya,LBY,59998892032,6362039,34.53,1.82,2.712,0,18.719,41.33,8.629,0,71.39,0.18,0,0.28,0.36,2.26,0.2
2015,Libya,LBY,53558087680,6418315,33.72,1.72,1.937,0,15.671,32.034,8.541,0.001,58.184,0.13,0,0.23,0.27,2.29,0.16
2016,Libya,LBY,51938050048,6492160,33.83,1.81,1.647,0,20.134,25.549,6.156,0,53.485,0.11,0,0.29,0.21,1.59,0.15
2017,Libya,LBY,85185675264,6580723,51.33,1.8,2.542,0,18.15,26.225,7.481,0.001,54.399,0.17,0,0.26,0.22,1.77,0.15
2018,Libya,LBY,1.00416E+11,6678565,58.8,1.81,2.402,0,17.535,25.903,7.522,0,53.362,0.15,0,0.24,0.21,1.82,0.15
1992,Lithuania,LTU,37861879808,3688103,7.35,4.76,0.755,1.662,6.29,12.119,0.034,0.341,21.201,0.14,0.02,0.16,0.13,0.01,0.09
1993,Lithuania,LTU,31722383360,3670653,6.29,4.16,0.364,1.465,3.414,10.926,0.048,0.137,16.354,0.07,0.02,0.08,0.12,0.02,0.07
1994,Lithuania,LTU,28612204544,3649142,5.59,3.76,0.382,1.22,3.979,10.075,0.043,0.102,15.801,0.06,0.01,0.1,0.11,0.02,0.07
1995,Lithuania,LTU,30095167488,3626609,5.18,3.65,0.308,0.979,4.566,9.063,0.057,0.119,15.092,0.05,0.01,0.11,0.1,0.02,0.06
1996,Lithuania,LTU,31645790208,3603756,5.01,4.12,0.318,0.895,4.927,9.449,0.086,0.098,15.773,0.05,0.01,0.11,0.1,0.04,0.07
1997,Lithuania,LTU,34267160576,3579911,5.01,4.23,0.366,0.738,4.548,9.349,0.109,0.086,15.196,0.06,0.01,0.1,0.1,0.05,0.06
1998,Lithuania,LTU,36819656704,3555140,4.87,4.48,0.412,0.647,4.001,10.742,0.121,0.108,16.031,0.06,0.01,0.09,0.11,0.05,0.07
1999,Lithuania,LTU,36398338048,3529189,4.6,4.47,0.346,0.548,4.032,8.39,0.085,0.082,13.483,0.05,0.01,0.09,0.08,0.04,0.05
2000,Lithuania,LTU,37788340224,3501842,4.42,4.68,0.293,0.378,4.53,6.494,0.11,0.071,11.876,0.04,0,0.1,0.06,0.04,0.05
2001,Lithuania,LTU,40252133376,3473623,4.16,4.74,0.283,0.342,4.642,7.156,0.123,0.081,12.627,0.04,0,0.1,0.07,0.05,0.05
2002,Lithuania,LTU,42971131904,3444777,4.2,4.99,0.29,0.548,4.739,6.937,0.115,0.07,12.699,0.04,0.01,0.1,0.07,0.04,0.05
2003,Lithuania,LTU,47492665344,3414367,4.26,5.09,0.292,0.714,5.127,6.387,0.096,0.077,12.693,0.03,0.01,0.1,0.06,0.03,0.05
2004,Lithuania,LTU,50600710144,3381134,4.3,5.32,0.351,0.688,5.177,6.872,0.119,0.08,13.287,0.04,0.01,0.1,0.06,0.04,0.05
2005,Lithuania,LTU,54504800256,3344259,4.26,5.57,0.383,0.763,5.552,7.238,0.113,0.068,14.117,0.04,0.01,0.1,0.07,0.03,0.05
2006,Lithuania,LTU,58536325120,3303329,4.22,5.52,0.515,1.03,5.517,7.177,0.106,0.089,14.434,0.05,0.01,0.1,0.06,0.03,0.05
2007,Lithuania,LTU,65020497920,3258984,4.23,6.3,0.524,1.025,6.552,7.56,0.083,0.08,15.824,0.05,0.01,0.11,0.07,0.02,0.05
2008,Lithuania,LTU,66724208640,3212867,4.07,6,0.454,0.867,5.836,7.829,0.141,0.076,15.203,0.04,0.01,0.1,0.07,0.04,0.05
2009,Lithuania,LTU,56833646592,3167270,3.93,3.92,0.284,0.689,4.921,6.893,0.228,0.027,13.042,0.02,0.01,0.09,0.06,0.06,0.04
2010,Lithuania,LTU,57760002048,3123825,3.88,3.82,0.289,0.843,5.664,6.848,0.258,0.043,13.945,0.02,0.01,0.09,0.06,0.07,0.04
2011,Lithuania,LTU,61248360448,3083402,3.72,4.16,0.32,0.973,6.16,6.526,0.244,0.07,14.293,0.02,0.01,0.1,0.06,0.07,0.04
2012,Lithuania,LTU,63596855296,3045561,3.69,3.98,0.395,0.95,5.937,6.76,0.233,0.07,14.345,0.03,0.01,0.09,0.06,0.06,0.04
2013,Lithuania,LTU,65826070528,3008938,3.58,3.74,0.461,1.092,4.914,6.552,0.265,0.071,13.355,0.03,0.01,0.08,0.06,0.07,0.04
2014,Lithuania,LTU,68128043008,2971498,3.48,3.81,0.401,0.921,4.635,6.81,0.251,0.089,13.107,0.03,0.01,0.07,0.06,0.07,0.04
2015,Lithuania,LTU,69339054080,2931872,3.45,3.82,0.518,0.736,4.649,7.132,0.207,0.077,13.319,0.04,0,0.07,0.06,0.06,0.04
2016,Lithuania,LTU,70911025152,2889555,3.35,3.68,0.452,0.749,4.149,7.677,0.251,0.073,13.351,0.03,0.01,0.06,0.06,0.06,0.04
2017,Lithuania,LTU,73923043328,2845419,3.27,3.72,0.45,0.801,4.279,7.764,0.224,0.054,13.572,0.03,0.01,0.06,0.06,0.05,0.04
2018,Lithuania,LTU,76617523200,2801270,3.12,3.57,0.511,0.859,3.949,8.084,0.254,0.039,13.696,0.03,0.01,0.05,0.07,0.06,0.04
1992,Luxembourg,LUX,15430616064,391397,0.61,0.32,0.52,5.54,1.122,4.963,0,0.065,12.21,0.1,0.07,0.03,0.05,0,0.05
1993,Luxembourg,LUX,16017019904,396812,0.61,0.32,0.432,5.736,1.161,4.961,0,0.065,12.355,0.08,0.07,0.03,0.05,0,0.05
1994,Luxembourg,LUX,16564453376,402435,0.6,0.32,0.487,4.844,1.174,4.97,0,0.067,11.542,0.08,0.06,0.03,0.05,0,0.05
1995,Luxembourg,LUX,16736430080,408145,0.6,0.31,0.434,2.705,1.343,4.603,0,0.067,9.152,0.07,0.03,0.03,0.05,0,0.04
1996,Luxembourg,LUX,16903203840,413999,0.6,0.32,0.428,2.46,1.461,4.786,0,0.067,9.202,0.07,0.03,0.03,0.05,0,0.04
1997,Luxembourg,LUX,17799362560,419979,0.6,0.32,0.442,1.541,1.491,5.013,0,0.067,8.554,0.07,0.02,0.03,0.05,0,0.04
1998,Luxembourg,LUX,18802137088,425828,0.59,0.32,0.444,0.42,1.495,5.257,0,0.06,7.676,0.07,0,0.03,0.05,0,0.03
1999,Luxembourg,LUX,20317839360,431263,0.61,0.34,0.465,0.444,1.546,5.606,0,0.067,8.128,0.07,0.01,0.03,0.06,0,0.03
2000,Luxembourg,LUX,21906683904,436106,0.59,0.26,0.492,0.471,1.609,6.07,0,0.068,8.71,0.07,0.01,0.03,0.06,0,0.03
2001,Luxembourg,LUX,22374428672,440197,0.59,0.26,0.429,0.471,1.781,6.459,0,0.067,9.207,0.06,0.01,0.04,0.06,0,0.04
2002,Luxembourg,LUX,23139020800,443727,0.59,0.34,0.443,0.371,2.54,6.561,0,0.069,9.984,0.06,0,0.05,0.06,0,0.04
2003,Luxembourg,LUX,23425226752,447317,0.58,0.35,0.389,0.346,2.576,7.081,0,0.067,10.459,0.05,0,0.05,0.07,0,0.04
2004,Luxembourg,LUX,24177319936,451822,0.58,0.38,0.427,0.385,2.859,8.087,0,0.071,11.829,0.05,0,0.05,0.07,0,0.04
2005,Luxembourg,LUX,24847697920,457848,0.57,0.37,0.42,0.377,2.829,8.392,0,0.069,12.087,0.04,0,0.05,0.08,0,0.04
2006,Luxembourg,LUX,26033442816,465611,0.57,0.37,0.415,0.47,2.958,8.009,0,0.068,11.92,0.04,0,0.05,0.07,0,0.04
2007,Luxembourg,LUX,28098930688,474917,0.58,0.37,0.41,0.408,2.731,7.698,0,0.07,11.317,0.04,0,0.05,0.07,0,0.04
2008,Luxembourg,LUX,27632140288,485403,0.58,0.38,0.382,0.356,2.594,7.783,0,0.069,11.184,0.03,0,0.04,0.07,0,0.03
2009,Luxembourg,LUX,26325504000,496536,0.58,0.37,0.358,0.339,2.658,7.215,0,0.068,10.638,0.03,0,0.05,0.07,0,0.03
2010,Luxembourg,LUX,27499366400,507890,0.58,0.37,0.371,0.332,2.842,7.593,0,0.069,11.207,0.03,0,0.05,0.07,0,0.03
2011,Luxembourg,LUX,28088633344,519312,0.56,0.38,0.389,0.315,2.464,7.864,0,0.07,11.102,0.03,0,0.04,0.07,0,0.03
2012,Luxembourg,LUX,27989147648,530855,0.55,0.36,0.381,0.286,2.5,7.632,0,0.067,10.866,0.03,0,0.04,0.07,0,0.03
2013,Luxembourg,LUX,29106192384,542554,0.56,0.36,0.372,0.274,2.113,7.507,0,0.055,10.321,0.03,0,0.03,0.06,0,0.03
2014,Luxembourg,LUX,30743879680,554512,0.56,0.36,0.36,0.288,2.004,7.109,0,0.075,9.836,0.02,0,0.03,0.06,0,0.03
2015,Luxembourg,LUX,31975024640,566741,0.56,0.36,0.329,0.288,1.828,6.826,0,0.077,9.348,0.02,0,0.03,0.06,0,0.03
2016,Luxembourg,LUX,33357813760,579266,0.56,0.36,0.351,0.3,1.68,6.685,0,0.077,9.093,0.02,0,0.02,0.06,0,0.03
2017,Luxembourg,LUX,33958649856,591914,0.57,0.37,0.371,0.282,1.658,6.874,0,0.076,9.261,0.02,0,0.02,0.06,0,0.03
2018,Luxembourg,LUX,35015057408,604244,0.56,0.37,0.369,0.269,1.609,7.244,0,0.077,9.568,0.02,0,0.02,0.06,0,0.03
1992,Malaysia,MYS,1.73288E+11,19002660,21.87,7.3,3.275,6.324,16.004,44.181,3.177,0,72.961,0.61,0.07,0.4,0.48,1.34,0.32
1993,Malaysia,MYS,1.91825E+11,19484900,22.52,7.43,3.425,5.386,22.027,50.29,5.591,0,86.719,0.62,0.06,0.54,0.55,2.39,0.38
1994,Malaysia,MYS,2.11033E+11,19977508,23.49,7.5,4.007,6.232,22.391,52.787,5.214,0,90.631,0.68,0.07,0.55,0.57,2.2,0.39
1995,Malaysia,MYS,2.33477E+11,20487604,24.13,7.58,4.285,6.331,42.008,55.887,5.423,0,113.934,0.68,0.07,1,0.6,2.31,0.49
1996,Malaysia,MYS,2.58687E+11,21017620,24.21,7.52,4.79,7.738,36.25,59.043,5.62,0.001,113.442,0.75,0.09,0.82,0.61,2.37,0.47
1997,Malaysia,MYS,2.7968E+11,21562790,25.81,8.42,5.207,6.375,35.442,69.242,5.818,0.001,122.085,0.79,0.07,0.8,0.71,2.4,0.5
1998,Malaysia,MYS,2.60987E+11,22114646,34.76,10.02,5.325,6.284,35.94,59.701,6.987,0.001,114.238,0.81,0.07,0.8,0.61,3.02,0.47
1999,Malaysia,MYS,2.79023E+11,22661292,25.29,8.72,5.48,5.207,37.959,52.824,6.822,0,108.291,0.8,0.06,0.82,0.52,3.05,0.44
2000,Malaysia,MYS,3.05416E+11,23194252,26.15,8.87,6.588,7.874,49.671,56.153,5.917,1.42E-14,126.203,0.92,0.09,1.05,0.55,2.19,0.5
2001,Malaysia,MYS,3.09255E+11,23709116,25.13,8.93,6.327,9.93,48.582,63.481,5.668,0,133.988,0.85,0.11,1.02,0.61,2.09,0.53
2002,Malaysia,MYS,3.28309E+11,24208390,27.5,9.61,7.146,12.546,49.024,60.705,5.698,0,135.118,0.91,0.13,1,0.59,1.99,0.52
2003,Malaysia,MYS,3.49844E+11,24698820,28.43,10.42,8.21,18.214,61.881,62.222,5.994,0,156.521,0.97,0.18,1.21,0.58,2.08,0.57
2004,Malaysia,MYS,3.76296E+11,25190646,31.81,11.13,8.197,31.719,59.218,67.615,4.353,0,171.102,0.9,0.29,1.12,0.61,1.4,0.6
2005,Malaysia,MYS,3.97909E+11,25690616,33.27,11.52,8.062,26.11,64.08,68.799,14.282,0,181.333,0.84,0.23,1.19,0.62,4.3,0.61
2006,Malaysia,MYS,4.23206E+11,26201954,30.7,11.52,8.604,26.626,69.546,62.325,11.684,0,178.785,0.82,0.22,1.26,0.56,3.5,0.58
2007,Malaysia,MYS,4.53157E+11,26720368,33.07,12.02,8.346,29.934,65.438,68.827,9.911,0,182.455,0.74,0.23,1.15,0.61,2.84,0.58
2008,Malaysia,MYS,4.78516E+11,27236004,32.83,12.73,8.863,38.037,72.633,70.211,12.242,0,201.985,0.78,0.29,1.24,0.63,3.38,0.63
2009,Malaysia,MYS,4.74712E+11,27735038,36.57,11.5,8.386,46.591,65.443,68.612,11.681,0,200.713,0.72,0.36,1.14,0.62,3.18,0.64
2010,Malaysia,MYS,5.14172E+11,28208028,34.63,13.01,7.413,55.337,60.808,73.375,19.002,0,215.935,0.59,0.4,0.98,0.65,5.18,0.65
2011,Malaysia,MYS,5.45368E+11,28650962,34.05,13.22,8.105,55.544,64.784,71.753,16.807,0.001,216.994,0.6,0.38,1.02,0.63,4.74,0.63
2012,Malaysia,MYS,5.75191E+11,29068190,34.12,13.52,8.505,59.87,66.289,74.277,6.273,0,215.213,0.62,0.4,1.02,0.65,1.72,0.62
2013,Malaysia,MYS,6.02189E+11,29468924,36.17,12.96,9.369,57.989,82.274,87.213,5.642,0,242.487,0.65,0.39,1.26,0.75,1.53,0.69
2014,Malaysia,MYS,6.38409E+11,29866606,41,13.58,9.857,57.866,82.562,88.718,5.83,0,244.833,0.66,0.38,1.24,0.76,1.53,0.69
2015,Malaysia,MYS,6.70135E+11,30270964,38.16,13.24,8.981,66.318,77.211,76.189,3.144,0.001,231.844,0.62,0.45,1.14,0.64,0.84,0.65
2016,Malaysia,MYS,6.9853E+11,30684652,38.37,13.34,13.416,71.045,73.525,88.368,4.206,0.001,250.561,0.91,0.49,1.06,0.74,1.08,0.71
2017,Malaysia,MYS,7.3864E+11,31104654,36.04,13.02,11.295,78.607,70.426,81.271,8.962,2.84E-14,250.561,0.75,0.54,0.99,0.67,2.12,0.7
2018,Malaysia,MYS,7.73659E+11,31528034,37.94,12.38,12.016,84.147,84.261,82.891,8.915,0,272.229,0.77,0.57,1.13,0.68,2.16,0.74
1992,Mexico,MEX,9.02108E+11,87075136,94.58,37.7,11.751,14.806,55.612,248.72,1.891,0,332.78,2.2,0.18,1.4,2.71,0.8,1.47
1993,Mexico,MEX,9.25343E+11,88625440,102.1,38.22,12.389,18.203,55.066,249.797,2.612,0,338.067,2.23,0.21,1.35,2.72,1.12,1.48
1994,Mexico,MEX,9.72992E+11,90156400,102.87,38.45,13.836,20.247,56.902,258.052,2.492,0,351.528,2.34,0.24,1.39,2.79,1.05,1.53
1995,Mexico,MEX,9.16479E+11,91663288,102.79,37.63,11.033,22.266,56.92,237.244,4.133,0.001,331.597,1.76,0.25,1.35,2.54,1.76,1.41
1996,Mexico,MEX,9.7122E+11,93147048,103.47,37.96,12.272,25.197,62.745,236.842,8.709,0.001,345.766,1.92,0.28,1.43,2.47,3.67,1.43
1997,Mexico,MEX,1.04571E+12,94611008,106.28,37.98,12.907,25.574,65.772,252.202,12.19,0,368.645,1.96,0.28,1.49,2.58,5.02,1.52
1998,Mexico,MEX,1.10564E+12,96056312,113.19,41.65,13.412,26.267,71.088,264.274,13.315,0.001,388.357,2.05,0.3,1.58,2.68,5.75,1.6
1999,Mexico,MEX,1.15662E+12,97484824,108.38,39.61,13.901,26.003,69.803,271.403,9.405,0.001,390.516,2.03,0.3,1.51,2.69,4.2,1.59
2000,Mexico,MEX,1.24119E+12,98899840,111.4,39.81,14.567,26.7,81.202,263.874,9.724,0,396.066,2.03,0.3,1.71,2.57,3.61,1.57
2001,Mexico,MEX,1.2515E+12,100298152,108.52,39.02,14.059,30.638,82.887,275.577,7.537,0,410.698,1.88,0.34,1.73,2.66,2.77,1.61
2002,Mexico,MEX,1.27546E+12,101684768,111.75,36.79,14.548,34.701,92.171,265.359,5.188,0.001,411.968,1.84,0.37,1.87,2.56,1.81,1.58
2003,Mexico,MEX,1.30668E+12,103081024,116.71,38.39,14.65,42.458,101.903,273.195,5.551,0.001,437.758,1.73,0.41,2,2.56,1.93,1.6
2004,Mexico,MEX,1.37306E+12,104514936,116.46,36.97,15.346,37.882,105.647,276.736,3.246,5.68E-14,438.857,1.69,0.35,2.01,2.51,1.04,1.53
2005,Mexico,MEX,1.42708E+12,106005192,118.7,40.07,16.674,46.808,105.516,291.123,3.873,0,463.993,1.74,0.4,1.96,2.62,1.17,1.57
2006,Mexico,MEX,1.51063E+12,107560160,121.59,39.1,17.818,50.288,117.937,284.689,5.833,0,476.565,1.7,0.41,2.14,2.54,1.75,1.56
2007,Mexico,MEX,1.57236E+12,109170496,122.32,39.88,18.973,45.84,117.274,286.649,11.051,0,479.787,1.69,0.36,2.06,2.55,3.17,1.52
2008,Mexico,MEX,1.6074E+12,110815272,123.93,39.29,18.638,40.784,118.567,288.397,26.593,0.001,492.98,1.64,0.31,2.02,2.57,7.34,1.54
2009,Mexico,MEX,1.54387E+12,112463880,124.26,39.81,17.863,40.813,123.433,272.741,21.053,5.68E-14,475.903,1.53,0.31,2.14,2.48,5.73,1.51
2010,Mexico,MEX,1.63776E+12,114092960,125.55,40.03,17.046,51.054,124.122,259.679,11.882,0,463.783,1.37,0.37,2,2.3,3.24,1.39
2011,Mexico,MEX,1.71606E+12,115695472,129.01,41.54,17.771,56.041,130.707,272.512,7.134,0,484.165,1.32,0.38,2.05,2.4,2.01,1.4
2012,Mexico,MEX,1.78537E+12,117274160,127.97,42.47,18.411,49.223,135.727,290.158,2.781,0,496.3,1.34,0.33,2.09,2.52,0.76,1.42
2013,Mexico,MEX,1.81056E+12,118827160,122.39,45.28,17.437,49.977,142.277,277.695,2.744,0,490.13,1.21,0.33,2.17,2.4,0.74,1.39
2014,Mexico,MEX,1.85127E+12,120355144,129.96,39.42,18.259,48.944,138.503,269.275,6.148,0,481.129,1.22,0.32,2.08,2.31,1.61,1.35
2015,Mexico,MEX,1.89959E+12,121858248,137.97,39.9,19.16,44.114,147.977,258.874,11.849,0.001,481.975,1.33,0.3,2.18,2.18,3.18,1.36
2016,Mexico,MEX,1.92389E+12,123333384,138.34,44.25,17.518,47.621,151.455,251.592,14.612,0,482.798,1.18,0.33,2.17,2.1,3.77,1.36
2017,Mexico,MEX,1.96464E+12,124777328,136.99,44.93,17.96,48.53,143.251,245.84,4.269,0,459.849,1.2,0.34,2.01,2.03,1.01,1.28
2018,Mexico,MEX,2.0066E+12,126190784,138.13,43.61,20.864,45.995,149.181,239.268,0,0,455.308,1.33,0.31,2,1.96,0,1.24
1992,Moldova,MDA,24417024000,4376804,5.17,1.61,0.474,4.008,6.995,9.501,0,3.55E-15,20.978,0.09,0.05,0.18,0.1,0,0.09
1993,Moldova,MDA,23693266944,4371155,4.76,1.5,0.406,3.836,5.218,6.386,0,0,15.846,0.07,0.04,0.13,0.07,0,0.07
1994,Moldova,MDA,16084185088,4358790,5,1.44,0.328,3.697,5.023,3.378,0,0.001,12.427,0.06,0.04,0.12,0.04,0,0.05
1995,Moldova,MDA,15569821696,4340602,4.91,1.46,0.249,2.246,5.859,3.052,0,0,11.405,0.04,0.03,0.14,0.03,0,0.05
1996,Moldova,MDA,14391438336,4316225,4.93,1.39,0.193,1.982,6.701,2.81,0,0.001,11.687,0.03,0.02,0.15,0.03,0,0.05
1997,Moldova,MDA,14366543872,4286477,4.4,1.06,0.27,0.997,3.466,2.568,0,0,7.301,0.04,0.01,0.08,0.03,0,0.03
1998,Moldova,MDA,13191435264,4254835,4.03,0.89,0.215,0.983,3.12,2.126,0,0,6.444,0.03,0.01,0.07,0.02,0,0.03
1999,Moldova,MDA,12519938048,4225835,4.03,0.82,0.211,0.447,2.607,1.419,0,0.001,4.685,0.03,0.01,0.06,0.01,0,0.02
2000,Moldova,MDA,12554040320,4202659,3.86,0.78,0.173,0.366,1.751,1.282,0,0.001,3.573,0.02,0,0.04,0.01,0,0.01
2001,Moldova,MDA,13087727616,4187097,3.61,0.94,0.174,0.26,1.92,1.433,0,4.44E-16,3.787,0.02,0,0.04,0.01,0,0.01
2002,Moldova,MDA,13857802240,4178228,3.65,0.87,0.219,0.278,1.924,1.63,0,0.001,4.052,0.03,0,0.04,0.02,0,0.02
2003,Moldova,MDA,14513543168,4173276,3.7,0.83,0.246,0.337,2.056,1.766,0,0,4.404,0.03,0,0.04,0.02,0,0.02
2004,Moldova,MDA,15302827008,4167962,3.63,0.87,0.283,0.319,2.103,1.909,0,0,4.613,0.03,0,0.04,0.02,0,0.02
2005,Moldova,MDA,16157469696,4159296,3.55,0.86,0.365,0.286,2.365,1.921,0,0.001,4.938,0.04,0,0.04,0.02,0,0.02
2006,Moldova,MDA,16628243456,4146264,3.44,0.82,0.457,0.344,2.36,1.869,0,0,5.03,0.04,0,0.04,0.02,0,0.02
2007,Moldova,MDA,16819761152,4130129,3.49,0.82,0.703,0.169,2.176,1.931,0,0,4.979,0.06,0,0.04,0.02,0,0.02
2008,Moldova,MDA,17815152640,4112886,3.32,0.83,0.79,0.326,2.041,2.034,0,0,5.19,0.07,0,0.03,0.02,0,0.02
2009,Moldova,MDA,16449232896,4097515,3.24,0.73,0.341,0.348,1.876,1.975,0,0,4.54,0.03,0,0.03,0.02,0,0.01
2010,Moldova,MDA,17302214656,4086090,3.41,0.81,0.35,0.326,1.982,2.173,0,8.88E-16,4.831,0.03,0,0.03,0.02,0,0.01
2011,Moldova,MDA,18154272768,4079167,3.45,0.88,0.427,0.333,1.916,2.268,0,0.001,4.945,0.03,0,0.03,0.02,0,0.01
2012,Moldova,MDA,18018830336,4075804,3.44,0.85,0.442,0.414,1.825,2.085,0,0,4.766,0.03,0,0.03,0.02,0,0.01
2013,Moldova,MDA,19713341440,4074585,3.43,0.95,0.477,0.553,1.722,2.147,0,0,4.899,0.03,0,0.03,0.02,0,0.01
2014,Moldova,MDA,20658520064,4073407,3.48,1.02,0.465,0.366,1.751,2.176,0,0.001,4.759,0.03,0,0.03,0.02,0,0.01
2015,Moldova,MDA,20576700416,4070705,3.47,0.93,0.443,0.37,1.68,2.288,0,0.001,4.782,0.03,0,0.02,0.02,0,0.01
2016,Moldova,MDA,21399023616,4066013,3.46,1.04,0.434,0.279,1.727,2.464,0,0,4.904,0.03,0,0.02,0.02,0,0.01
2017,Moldova,MDA,22402852864,4059687,3.49,1.08,0.538,0.403,1.726,2.554,0,0,5.221,0.04,0,0.02,0.02,0,0.01
2018,Moldova,MDA,23299414016,4051950,3.45,1.18,0.578,0.308,1.877,2.669,0,0.001,5.433,0.04,0,0.03,0.02,0,0.01
1992,Morocco,MAR,1.07626E+11,25711410,8.63,5.66,2.745,4.184,0.048,17.76,0,0,24.737,0.51,0.05,0,0.19,0,0.11
1993,Morocco,MAR,1.07016E+11,26155204,7.87,5.41,2.732,4.763,0.048,19.237,0,0,26.779,0.49,0.06,0,0.21,0,0.12
1994,Morocco,MAR,1.18566E+11,26584472,8.15,6.11,2.714,5.309,0.044,20.057,0,0,28.124,0.46,0.06,0,0.22,0,0.12
1995,Morocco,MAR,1.1218E+11,26994256,8.19,5.7,2.718,6.314,0.026,19.693,0,0,28.75,0.43,0.07,0,0.21,0,0.12
1996,Morocco,MAR,1.2586E+11,27383472,8.53,6.32,2.778,8.051,0.033,18.663,0,0,29.525,0.43,0.09,0,0.19,0,0.12
1997,Morocco,MAR,1.23717E+11,27754572,8.91,6.42,3.032,7.682,0.066,19.197,0,0.001,29.978,0.46,0.09,0,0.2,0,0.12
1998,Morocco,MAR,1.32482E+11,28110448,8.9,6.6,3.086,8.57,0.066,19.159,0,3.55E-15,30.881,0.47,0.1,0,0.19,0,0.13
1999,Morocco,MAR,1.33797E+11,28455504,9.22,6.88,3.113,8.295,0.077,20.5,0,0.001,31.986,0.45,0.1,0,0.2,0,0.13
2000,Morocco,MAR,1.36311E+11,28793672,9.54,6.95,3.326,10.028,0.088,19.756,0,0.001,33.199,0.46,0.11,0,0.19,0,0.13
2001,Morocco,MAR,1.46279E+11,29126322,9.55,7.06,4.079,12.773,0.084,19.87,0,0,36.806,0.55,0.14,0,0.19,0,0.14
2002,Morocco,MAR,1.50894E+11,29454766,9.54,7.38,4.132,13.105,0.084,19.985,0,0,37.306,0.52,0.14,0,0.19,0,0.14
2003,Morocco,MAR,1.59965E+11,29782884,9.69,7.4,4.184,12.234,0.081,20.071,0,0,36.57,0.49,0.12,0,0.19,0,0.13
2004,Morocco,MAR,1.67761E+11,30115196,10.2,7.74,4.395,13.689,0.099,24.043,0,0,42.226,0.48,0.13,0,0.22,0,0.15
2005,Morocco,MAR,1.73625E+11,30455562,10.23,8.11,4.364,14.084,0.868,25.344,0,0.001,44.661,0.45,0.12,0.02,0.23,0,0.15
2006,Morocco,MAR,1.8729E+11,30804690,10.37,8.49,4.472,14.699,1.095,25.983,0,0,46.249,0.43,0.12,0.02,0.23,0,0.15
2007,Morocco,MAR,1.9446E+11,31163670,10.3,7.93,5.004,15.078,1.242,27.588,0,0.001,48.913,0.45,0.12,0.02,0.25,0,0.16
2008,Morocco,MAR,2.06523E+11,31536806,10.38,8.03,5.455,14.121,1.114,30.679,0,0,51.369,0.48,0.11,0.02,0.27,0,0.16
2009,Morocco,MAR,2.15877E+11,31929088,10.38,7.9,5.598,13.168,1.209,30.884,0,0.001,50.86,0.48,0.1,0.02,0.28,0,0.16
2010,Morocco,MAR,2.24738E+11,32343384,10.61,8.07,5.359,13.223,1.304,34.478,0,0.001,54.365,0.43,0.09,0.02,0.3,0,0.16
2011,Morocco,MAR,2.37166E+11,32781860,11.01,8.44,5.191,11.465,1.638,36.574,0,7.11E-15,54.868,0.39,0.08,0.03,0.32,0,0.16
2012,Morocco,MAR,2.44646E+11,33241898,11.1,8,5.838,11.462,2.396,37.258,0,0,56.954,0.42,0.08,0.04,0.32,0,0.16
2013,Morocco,MAR,2.56076E+11,33715704,11.29,8.77,6.073,11.212,2.349,36.973,0,0,56.606,0.42,0.07,0.04,0.32,0,0.16
2014,Morocco,MAR,2.62911E+11,34192360,11.48,8.67,5.171,15.3,2.246,34.458,0,0,57.175,0.35,0.1,0.03,0.3,0,0.16
2015,Morocco,MAR,2.75092E+11,34663608,11.55,9.09,5.299,16.844,2.323,34.081,0,0,58.547,0.37,0.11,0.03,0.29,0,0.16
2016,Morocco,MAR,2.79437E+11,35126272,11.67,7.83,5.205,16.235,2.363,34.654,0,0,58.457,0.35,0.11,0.03,0.29,0,0.16
