,Year,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total,Country_Year
180,2010,Australia,AUS,994068000000.0,22154688,115.16,54.38,3.544,200.253,64.172,124.384,8.179,4.001,404.533,0.28,1.43,1.03,1.1,2.23,1.21,Australia_2010
181,2011,Australia,AUS,1026040000000.0,22538002,164.56,107.71,3.509,192.845,66.729,130.295,7.905,4.061,405.344,0.26,1.3,1.05,1.15,2.23,1.18,Australia_2011
182,2012,Australia,AUS,1064160000000.0,22903952,163.4,107.36,3.488,187.515,67.124,132.536,8.217,3.786,402.666,0.25,1.25,1.03,1.15,2.25,1.15,Australia_2012
183,2013,Australia,AUS,1087110000000.0,23254912,127.03,64.44,3.255,174.256,68.821,134.566,8.743,3.53,393.171,0.23,1.16,1.05,1.16,2.36,1.11,Australia_2013
184,2014,Australia,AUS,1117470000000.0,23596426,138.7,76.46,3.18,170.393,72.773,139.45,9.398,4.06,399.254,0.21,1.13,1.09,1.2,2.46,1.12,Australia_2014
185,2015,Australia,AUS,1145390000000.0,23932498,134.8,72.5,3.09,174.961,72.362,137.945,10.877,4.044,403.279,0.21,1.19,1.07,1.16,2.92,1.14,Australia_2015
186,2016,Australia,AUS,1176480000000.0,24262710,119.21,58.23,2.966,181.724,75.956,138.745,12.593,3.961,415.945,0.2,1.27,1.09,1.16,3.25,1.17,Australia_2016
187,2017,Australia,AUS,1205340000000.0,24584620,141.83,80.04,3.02,176.972,76.405,139.585,14.869,3.9,414.751,0.2,1.22,1.07,1.15,3.52,1.15,Australia_2017
189,1992,Austria,AUT,221401000000.0,7830938,11.65,4.78,2.105,14.386,12.511,30.152,0.12,0.962,60.236,0.39,0.17,0.32,0.33,0.05,0.27,Austria_1992
190,1993,Austria,AUT,223463000000.0,7892089,11.33,4.71,2.032,13.274,13.012,31.265,0.112,0.966,60.661,0.37,0.16,0.32,0.34,0.05,0.27,Austria_1993
192,1995,Austria,AUT,236824000000.0,7990113,10.45,4.65,1.631,15.423,14.887,30.852,0.127,1.091,64.011,0.26,0.17,0.35,0.33,0.05,0.27,Austria_1995
193,1996,Austria,AUT,243481000000.0,8017852,10.27,4.76,1.634,15.068,15.784,33.777,0.071,1.021,67.355,0.26,0.17,0.36,0.35,0.03,0.28,Austria_1996
195,1998,Austria,AUT,259776000000.0,8041054,9.67,4.7,1.599,13.706,15.706,34.66,0.142,1.074,66.887,0.24,0.16,0.35,0.35,0.06,0.28,Austria_1998
196,1999,Austria,AUT,270186000000.0,8051116,9.54,4.7,1.607,13.875,16.091,32.833,0.171,1.063,65.64,0.23,0.16,0.35,0.33,0.08,0.27,Austria_1999
197,2000,Austria,AUT,280410000000.0,8069276,9.28,4.66,1.712,15.753,15.255,32.163,0.165,1.091,66.139,0.24,0.17,0.32,0.31,0.06,0.26,Austria_2000
198,2001,Austria,AUT,285336000000.0,8097755,9.17,4.55,1.72,16.564,16.147,34.411,0.183,1.114,70.139,0.23,0.18,0.34,0.33,0.07,0.28,Austria_2001
199,2002,Austria,AUT,291225000000.0,8134403,9.05,4.47,1.736,16.737,16.06,36.057,0.167,1.186,71.943,0.22,0.18,0.33,0.35,0.06,0.28,Austria_2002
200,2003,Austria,AUT,294604000000.0,8175855,8.9,4.48,1.754,18.023,17.258,39.082,0.184,1.15,77.451,0.21,0.18,0.34,0.37,0.06,0.28,Austria_2003
201,2004,Austria,AUT,303786000000.0,8216809,8.81,3.93,1.79,17.766,17.652,39.1,0.165,1.195,77.668,0.2,0.16,0.34,0.35,0.05,0.27,Austria_2004
202,2005,Austria,AUT,311538000000.0,8253656,8.63,3.97,1.797,17.862,18.691,39.393,0.16,1.165,79.068,0.19,0.15,0.35,0.35,0.05,0.27,Austria_2005
203,2006,Austria,AUT,323264000000.0,8285344,8.49,3.96,1.954,17.865,17.487,38.132,0.18,1.178,76.796,0.19,0.15,0.32,0.34,0.05,0.25,Austria_2006
204,2007,Austria,AUT,336316000000.0,8313731,8.33,3.87,2.131,17.455,16.486,36.624,0.185,1.216,74.097,0.19,0.14,0.29,0.33,0.05,0.24,Austria_2007
205,2008,Austria,AUT,342891000000.0,8341525,8.25,4.0,2.133,17.028,17.426,35.481,0.162,1.242,73.472,0.19,0.13,0.3,0.32,0.04,0.23,Austria_2008
207,2010,Austria,AUT,338927000000.0,8409945,8.11,3.78,1.622,15.501,18.77,34.801,0.184,1.122,72.0,0.13,0.11,0.3,0.31,0.05,0.22,Austria_2010
209,2012,Austria,AUT,352451000000.0,8502230,7.77,3.83,1.673,14.687,16.937,32.649,0.184,1.133,67.263,0.12,0.1,0.26,0.28,0.05,0.19,Austria_2012
210,2013,Austria,AUT,352914000000.0,8556191,7.63,3.85,1.656,14.96,16.324,33.468,0.191,1.16,67.759,0.12,0.1,0.25,0.29,0.05,0.19,Austria_2013
211,2014,Austria,AUT,355365000000.0,8615205,7.44,3.93,1.639,13.802,14.938,32.433,0.169,1.18,64.161,0.11,0.09,0.22,0.28,0.04,0.18,Austria_2014
213,2016,Austria,AUT,364218000000.0,8747306,7.31,3.96,1.729,13.335,16.729,34.123,0.131,1.168,67.215,0.12,0.09,0.24,0.29,0.03,0.19,Austria_2016
214,2017,Austria,AUT,373238000000.0,8819902,7.27,3.89,1.71,14.023,17.966,34.561,0.138,1.201,69.599,0.11,0.1,0.25,0.28,0.03,0.19,Austria_2017
215,2018,Austria,AUT,382269000000.0,8891383,7.04,3.83,1.827,12.292,17.011,34.105,0.127,1.203,66.565,0.12,0.08,0.23,0.28,0.03,0.18,Austria_2018
216,1992,Azerbaijan,AZE,41795272704.0,7471924,16.05,2.65,0.379,0.066,22.6,31.225,1.905,0.0,56.174,0.07,0.0,0.57,0.34,0.8,0.25,Azerbaijan_1992
217,1993,Azerbaijan,AZE,32486443008.0,7581754,11.22,2.41,0.294,0.011,17.283,30.818,0.0,0.0,48.406,0.05,0.0,0.42,0.34,0.0,0.21,Azerbaijan_1993
219,1995,Azerbaijan,AZE,23188279296.0,7775418,6.68,2.26,0.103,0.015,13.308,19.885,0.0,0.0,33.309,0.02,0.0,0.32,0.21,0.0,0.14,Azerbaijan_1995
220,1996,Azerbaijan,AZE,24026394624.0,7855558,6.47,2.17,0.12,0.015,11.737,19.37,0.0,0.0,31.242,0.02,0.0,0.27,0.2,0.0,0.13,Azerbaijan_1996
222,1998,Azerbaijan,AZE,28328464384.0,7989903,6.91,2.32,0.115,0.004,10.599,20.948,0.0,0.0,31.666,0.02,0.0,0.24,0.21,0.0,0.13,Azerbaijan_1998
223,1999,Azerbaijan,AZE,31898568704.0,8054126,7.44,2.36,0.104,0.0,11.688,16.777,0.0,0.001,28.57,0.02,0.0,0.25,0.17,0.0,0.12,Azerbaijan_1999
226,2002,Azerbaijan,AZE,40295239680.0,8277065,8.22,2.7,0.472,0.0,16.622,11.287,1.261,0.0,29.641,0.06,0.0,0.34,0.11,0.44,0.11,Azerbaijan_2002
227,2003,Azerbaijan,AZE,44994662400.0,8361432,8.4,2.79,0.539,0.0,17.054,12.697,0.333,0.001,30.624,0.06,0.0,0.33,0.12,0.12,0.11,Azerbaijan_2003
228,2004,Azerbaijan,AZE,50107478016.0,8448938,8.62,2.93,0.724,0.0,18.622,12.731,0.0,0.0,32.077,0.08,0.0,0.35,0.12,0.0,0.11,Azerbaijan_2004
230,2006,Azerbaijan,AZE,87026458624.0,8630153,10.83,3.14,0.783,0.0,20.465,12.977,4.884,0.0,39.109,0.07,0.0,0.37,0.12,1.46,0.13,Azerbaijan_2006
231,2007,Azerbaijan,AZE,109944000000.0,8724237,12.24,3.15,0.817,0.022,17.578,11.456,0.586,3.55e-15,30.459,0.07,0.0,0.31,0.1,0.17,0.1,Azerbaijan_2007
232,2008,Azerbaijan,AZE,123130000000.0,8821869,13.55,3.35,0.77,0.015,20.738,10.607,3.32,0.0,35.45,0.07,0.0,0.35,0.09,0.92,0.11,Azerbaijan_2008
233,2009,Azerbaijan,AZE,136020000000.0,8924383,13.94,3.39,0.621,0.015,18.789,9.241,3.191,0.0,31.856,0.05,0.0,0.33,0.08,0.87,0.1,Azerbaijan_2009
235,2011,Azerbaijan,AZE,145979000000.0,9146277,13.75,3.46,0.465,0.018,19.026,10.264,3.203,0.0,32.976,0.03,0.0,0.3,0.09,0.9,0.1,Azerbaijan_2011
236,2012,Azerbaijan,AZE,149144000000.0,9264684,14.01,3.57,0.658,0.015,19.833,11.641,2.902,0.0,35.048,0.05,0.0,0.3,0.1,0.8,0.1,Azerbaijan_2012
237,2013,Azerbaijan,AZE,157789000000.0,9385467,14.32,3.62,0.722,0.011,19.936,12.066,2.481,0.0,35.215,0.05,0.0,0.3,0.1,0.67,0.1,Azerbaijan_2013
238,2014,Azerbaijan,AZE,162216000000.0,9505616,14.27,3.71,0.925,0.007,21.2,11.633,3.21,7.11e-15,36.975,0.06,0.0,0.32,0.1,0.84,0.1,Azerbaijan_2014
239,2015,Azerbaijan,AZE,163997000000.0,9622741,14.23,4.1,0.843,0.011,21.933,11.52,2.682,0.0,36.989,0.06,0.0,0.32,0.1,0.72,0.1,Azerbaijan_2015
240,2016,Azerbaijan,AZE,157812000000.0,9736041,14.13,4.05,0.726,0.004,21.508,12.128,2.689,7.11e-15,37.055,0.05,0.0,0.31,0.1,0.69,0.1,Azerbaijan_2016
243,1992,Bangladesh,BGD,123425000000.0,107983712,67.23,17.58,0.075,0.322,9.607,5.375,0.0,0.001,15.38,0.01,0.0,0.24,0.06,0.0,0.07,Bangladesh_1992
245,1994,Bangladesh,BGD,137433000000.0,112737688,68.52,18.62,0.072,0.099,11.474,5.893,0.0,0.0,17.538,0.01,0.0,0.28,0.06,0.0,0.08,Bangladesh_1994
246,1995,Bangladesh,BGD,145833000000.0,115169928,69.38,19.9,0.069,1.22,13.029,6.723,0.0,0.001,21.042,0.01,0.01,0.31,0.07,0.0,0.09,Bangladesh_1995
247,1996,Bangladesh,BGD,155029000000.0,117649928,69.11,20.41,0.154,0.678,13.498,7.163,0.0,0.0,21.493,0.02,0.01,0.31,0.07,0.0,0.09,Bangladesh_1996
248,1997,Bangladesh,BGD,165330000000.0,120160568,69.66,19.94,0.229,1.227,13.262,8.408,0.0,0.0,23.126,0.03,0.01,0.3,0.09,0.0,0.1,Bangladesh_1997
250,1999,Bangladesh,BGD,187796000000.0,125189656,71.47,21.22,0.431,0.176,15.616,8.852,0.0,0.0,25.075,0.06,0.0,0.34,0.09,0.0,0.1,Bangladesh_1999
254,2003,Bangladesh,BGD,242360000000.0,134791600,75.13,21.99,0.835,1.367,21.39,9.867,0.0,0.0,33.459,0.1,0.01,0.42,0.09,0.0,0.12,Bangladesh_2003
255,2004,Bangladesh,BGD,260420000000.0,136986416,75.12,22.12,0.785,1.451,23.088,10.621,0.0,0.0,35.945,0.09,0.01,0.44,0.1,0.0,0.13,Bangladesh_2004
256,2005,Bangladesh,BGD,280327000000.0,139035504,77.07,22.92,0.751,1.605,24.722,10.599,0.0,7.11e-15,37.677,0.08,0.01,0.46,0.1,0.0,0.13,Bangladesh_2005
257,2006,Bangladesh,BGD,303335000000.0,140921152,78.69,24.11,0.7,1.81,28.257,10.922,0.0,0.0,41.689,0.07,0.01,0.51,0.1,0.0,0.14,Bangladesh_2006
258,2007,Bangladesh,BGD,327171000000.0,142660368,79.56,24.03,0.682,2.209,29.579,10.171,0.0,0.001,42.642,0.06,0.02,0.52,0.09,0.0,0.14,Bangladesh_2007
259,2008,Bangladesh,BGD,349580000000.0,144304160,82.54,26.16,0.699,2.47,32.225,9.907,0.0,0.0,45.301,0.06,0.02,0.55,0.09,0.0,0.14,Bangladesh_2008
260,2009,Bangladesh,BGD,372835000000.0,145924800,83.95,25.69,0.699,3.015,35.442,9.992,0.0,7.11e-15,49.148,0.06,0.02,0.62,0.09,0.0,0.16,Bangladesh_2009
261,2010,Bangladesh,BGD,400257000000.0,147575440,85.59,26.16,0.68,3.074,39.397,10.841,0.0,0.0,53.992,0.05,0.02,0.63,0.1,0.0,0.16,Bangladesh_2010
262,2011,Bangladesh,BGD,431620000000.0,149273136,86.3,27.22,0.695,2.836,39.626,13.399,0.0,0.0,56.556,0.05,0.02,0.62,0.12,0.0,0.16,Bangladesh_2011
263,2012,Bangladesh,BGD,458683000000.0,151005728,87.03,26.63,0.675,3.422,41.715,14.88,0.0,0.0,60.691,0.05,0.02,0.64,0.13,0.0,0.17,Bangladesh_2012
264,2013,Bangladesh,BGD,486328000000.0,152761408,88.12,26.89,0.743,3.748,43.332,13.959,0.0,0.0,61.782,0.05,0.02,0.66,0.12,0.0,0.18,Bangladesh_2013
265,2014,Bangladesh,BGD,517115000000.0,154517392,88.84,27.79,0.752,3.507,45.934,15.785,0.0,0.001,65.979,0.05,0.02,0.69,0.14,0.0,0.19,Bangladesh_2014
266,2015,Bangladesh,BGD,552395000000.0,156256288,89.84,28.38,1.239,8.607,48.742,14.689,0.0,0.0,73.277,0.09,0.06,0.72,0.12,0.0,0.21,Bangladesh_2015
267,2016,Bangladesh,BGD,591216000000.0,157977152,89.91,27.42,1.416,6.075,53.549,15.436,0.0,0.001,76.477,0.1,0.04,0.77,0.13,0.0,0.22,Bangladesh_2016
268,2017,Bangladesh,BGD,636055000000.0,159685424,92.43,28.59,1.416,7.152,53.667,18.708,0.0,0.001,80.944,0.09,0.05,0.75,0.15,0.0,0.23,Bangladesh_2017
269,2018,Bangladesh,BGD,686522000000.0,161376720,92.07,29.35,1.461,8.178,53.377,19.584,0.0,0.0,82.6,0.09,0.06,0.72,0.16,0.0,0.23,Bangladesh_2018
270,1992,Belarus,BLR,101881000000.0,10154338,18.01,13.09,1.15,6.473,31.222,46.985,0.001,3.028,88.859,0.22,0.08,0.79,0.51,0.0,0.39,Belarus_1992
271,1993,Belarus,BLR,93050200064.0,10135133,17.1,12.77,1.069,5.929,28.462,38.557,0.001,2.537,76.555,0.19,0.07,0.7,0.42,0.0,0.34,Belarus_1993
272,1994,Belarus,BLR,81212694528.0,10108280,16.26,12.06,0.794,4.944,24.608,30.574,0.001,1.584,62.505,0.13,0.06,0.6,0.33,0.0,0.27,Belarus_1994
273,1995,Belarus,BLR,71373348864.0,10077606,15.44,11.92,0.695,3.972,23.682,27.657,0.001,1.501,57.508,0.11,0.05,0.56,0.3,0.0,0.25,Belarus_1995
274,1996,Belarus,BLR,72504139776.0,10044854,15.19,11.94,0.835,4.449,24.831,26.753,0.001,1.508,58.377,0.13,0.05,0.56,0.28,0.0,0.24,Belarus_1996
275,1997,Belarus,BLR,79868108800.0,10009393,14.97,11.98,0.98,3.523,27.96,24.671,0.001,1.785,58.92,0.15,0.04,0.63,0.25,0.0,0.24,Belarus_1997
276,1998,Belarus,BLR,85602467840.0,9969986,14.91,11.9,0.968,3.283,27.564,23.819,0.001,1.761,57.396,0.15,0.04,0.61,0.24,0.0,0.24,Belarus_1998
277,1999,Belarus,BLR,87455039488.0,9924440,14.75,11.86,0.882,2.977,28.611,20.985,0.001,1.446,54.902,0.13,0.03,0.62,0.21,0.0,0.22,Belarus_1999
278,2000,Belarus,BLR,91419115520.0,9871635,14.34,11.62,0.836,3.516,31.201,17.858,0.001,1.294,54.706,0.12,0.04,0.66,0.17,0.0,0.22,Belarus_2000
279,2001,Belarus,BLR,94624129024.0,9811399,14.1,11.63,0.986,3.497,31.646,17.288,0.001,1.352,54.77,0.13,0.04,0.66,0.17,0.0,0.22,Belarus_2001
280,2002,Belarus,BLR,98263244800.0,9745932,13.95,11.36,1.072,2.973,32.0,17.036,0.001,1.501,54.583,0.14,0.03,0.65,0.16,0.0,0.21,Belarus_2002
281,2003,Belarus,BLR,103938000000.0,9679235,14.01,11.57,1.342,2.884,33.585,16.662,0.001,1.631,56.105,0.16,0.03,0.66,0.16,0.0,0.21,Belarus_2003
282,2004,Belarus,BLR,114486000000.0,9616628,14.4,11.76,1.587,2.728,36.354,17.38,0.002,1.75,59.801,0.18,0.03,0.69,0.16,0.0,0.21,Belarus_2004
283,2005,Belarus,BLR,123858000000.0,9562083,14.16,12.12,1.781,2.83,36.976,17.597,0.002,1.941,61.127,0.19,0.02,0.69,0.16,0.0,0.21,Belarus_2005
284,2006,Belarus,BLR,134674000000.0,9516884,14.57,12.63,1.899,2.864,37.419,19.837,0.002,1.913,63.934,0.18,0.02,0.68,0.18,0.0,0.21,Belarus_2006
285,2007,Belarus,BLR,144616000000.0,9480514,14.95,12.46,1.939,2.813,37.868,18.755,0.002,1.926,63.303,0.17,0.02,0.66,0.17,0.0,0.2,Belarus_2007
286,2008,Belarus,BLR,157577000000.0,9452855,15.78,12.99,2.108,2.584,38.635,20.264,0.002,1.846,65.439,0.19,0.02,0.66,0.18,0.0,0.2,Belarus_2008
288,2010,Belarus,BLR,166240000000.0,9420576,16.3,13.03,2.201,2.906,39.541,16.436,0.002,1.689,62.775,0.18,0.02,0.64,0.15,0.0,0.19,Belarus_2010
289,2011,Belarus,BLR,173125000000.0,9415316,15.99,13.53,2.191,2.944,37.374,17.556,0.002,1.562,61.629,0.16,0.02,0.59,0.15,0.0,0.18,Belarus_2011
290,2012,Belarus,BLR,176015000000.0,9417045,16.27,13.41,2.389,3.22,36.817,18.807,0.002,1.439,62.674,0.17,0.02,0.57,0.16,0.0,0.18,Belarus_2012
291,2013,Belarus,BLR,177742000000.0,9423502,16.92,13.15,2.469,3.211,36.9,19.349,0.002,1.306,63.237,0.17,0.02,0.56,0.17,0.0,0.18,Belarus_2013
292,2014,Belarus,BLR,180853000000.0,9431742,17.02,12.76,2.718,3.074,36.596,18.842,0.001,1.378,62.609,0.18,0.02,0.55,0.16,0.0,0.18,Belarus_2014
293,2015,Belarus,BLR,173928000000.0,9439424,17.24,12.62,2.218,2.808,33.957,17.758,0.001,1.296,58.038,0.15,0.02,0.5,0.15,0.0,0.16,Belarus_2015
294,2016,Belarus,BLR,168716000000.0,9445638,16.82,11.86,2.147,3.171,33.885,19.615,0.001,1.032,59.851,0.15,0.02,0.49,0.16,0.0,0.17,Belarus_2016
295,2017,Belarus,BLR,172988000000.0,9450233,17.01,12.28,1.985,3.291,34.649,19.037,0.001,1.153,60.116,0.13,0.02,0.49,0.16,0.0,0.17,Belarus_2017
297,1992,Belgium,BEL,283324000000.0,10078098,13.16,7.73,3.089,38.118,22.204,56.634,0.084,2.376,122.505,0.58,0.45,0.56,0.62,0.04,0.54,Belgium_1992
298,1993,Belgium,BEL,280980000000.0,10118684,12.97,7.95,3.082,36.562,23.212,56.129,0.084,2.37,121.439,0.55,0.43,0.57,0.61,0.04,0.53,Belgium_1993
299,1994,Belgium,BEL,290440000000.0,10155909,13.01,8.45,3.179,38.013,23.696,57.383,0.084,2.453,124.808,0.54,0.44,0.58,0.62,0.04,0.54,Belgium_1994
301,1996,Belgium,BEL,302933000000.0,10208265,13.01,9.32,3.009,34.203,29.213,60.546,0.093,2.416,129.48,0.47,0.38,0.66,0.63,0.04,0.54,Belgium_1996
302,1997,Belgium,BEL,314603000000.0,10223785,12.82,9.02,3.162,31.916,27.74,58.607,0.093,2.465,123.983,0.48,0.35,0.63,0.6,0.04,0.51,Belgium_1997
303,1998,Belgium,BEL,321261000000.0,10237298,12.55,9.11,3.175,33.214,30.866,60.326,0.1,2.528,130.209,0.49,0.38,0.69,0.61,0.04,0.54,Belgium_1998
304,1999,Belgium,BEL,333156000000.0,10255161,12.61,9.05,3.113,28.931,33.035,56.962,0.11,2.55,124.701,0.45,0.33,0.71,0.57,0.05,0.51,Belgium_1999
305,2000,Belgium,BEL,345737000000.0,10282046,12.14,7.68,3.27,31.672,33.199,55.734,0.165,2.68,126.72,0.46,0.35,0.7,0.54,0.06,0.5,Belgium_2000
307,2002,Belgium,BEL,355720000000.0,10364879,11.08,7.96,2.993,28.637,33.256,59.085,0.153,2.741,126.865,0.38,0.3,0.68,0.57,0.05,0.49,Belgium_2002
308,2003,Belgium,BEL,358964000000.0,10419029,10.4,7.2,2.933,27.766,34.992,59.789,0.111,2.659,128.25,0.35,0.27,0.69,0.56,0.04,0.47,Belgium_2003
309,2004,Belgium,BEL,372527000000.0,10480118,10.26,7.28,2.837,28.252,34.983,59.764,0.102,2.843,128.781,0.31,0.26,0.66,0.54,0.03,0.45,Belgium_2004
312,2007,Belgium,BEL,404736000000.0,10697576,9.65,5.52,3.087,23.158,35.637,55.793,0.115,2.69,120.48,0.27,0.18,0.62,0.5,0.03,0.38,Belgium_2007
313,2008,Belgium,BEL,408315000000.0,10778764,9.45,5.48,3.033,23.259,35.69,55.365,0.117,2.717,120.181,0.27,0.18,0.61,0.49,0.03,0.37,Belgium_2008
314,2009,Belgium,BEL,399533000000.0,10859934,9.36,5.68,2.795,15.162,36.482,51.199,0.117,1.957,107.712,0.24,0.12,0.63,0.47,0.03,0.34,Belgium_2009
315,2010,Belgium,BEL,412204000000.0,10938735,9.24,6.19,2.582,17.526,40.349,51.809,0.103,2.175,114.544,0.21,0.13,0.65,0.46,0.03,0.34,Belgium_2010
316,2011,Belgium,BEL,420971000000.0,11013860,8.99,4.94,2.762,16.691,34.575,48.611,0.093,2.294,105.026,0.21,0.11,0.54,0.43,0.03,0.3,Belgium_2011
317,2012,Belgium,BEL,421101000000.0,11085355,8.83,4.95,2.643,15.078,34.915,47.549,0.093,2.108,102.386,0.19,0.1,0.54,0.41,0.03,0.29,Belgium_2012
318,2013,Belgium,BEL,421204000000.0,11154008,8.61,4.84,2.541,15.332,35.275,47.311,0.094,2.099,102.652,0.18,0.1,0.54,0.41,0.03,0.29,Belgium_2013
319,2014,Belgium,BEL,428583000000.0,11221225,8.54,4.82,2.643,14.795,31.007,46.239,0.076,2.108,96.868,0.18,0.1,0.47,0.4,0.02,0.27,Belgium_2014
320,2015,Belgium,BEL,434919000000.0,11287931,8.53,4.78,2.348,14.438,33.824,48.188,0.088,2.17,101.056,0.16,0.1,0.5,0.41,0.02,0.28,Belgium_2015
321,2016,Belgium,BEL,439359000000.0,11354407,8.45,4.62,2.436,13.544,34.43,47.309,0.078,2.075,99.872,0.16,0.09,0.49,0.4,0.02,0.28,Belgium_2016
322,2017,Belgium,BEL,447724000000.0,11419752,8.17,4.57,2.291,13.308,35.093,46.592,0.099,2.065,99.448,0.15,0.09,0.49,0.38,0.02,0.28,Belgium_2017
324,1992,Bolivia,BOL,24762218496.0,7160917,19.75,7.69,0.271,0.0,1.821,3.408,1.121,0.0,6.621,0.05,0.0,0.05,0.04,0.47,0.03,Bolivia_1992
326,1994,Bolivia,BOL,27164993536.0,7466792,19.0,7.98,0.346,0.0,2.207,4.175,1.866,0.0,8.594,0.06,0.0,0.05,0.05,0.79,0.04,Bolivia_1994
327,1995,Bolivia,BOL,28507105280.0,7622334,18.39,8.12,0.402,0.0,2.451,5.023,1.924,0.0,9.8,0.06,0.0,0.06,0.05,0.82,0.04,Bolivia_1995
328,1996,Bolivia,BOL,29832024064.0,7779268,20.46,7.2,0.42,0.0,3.1,5.474,1.092,0.0,10.086,0.07,0.0,0.07,0.06,0.46,0.04,Bolivia_1996
330,1998,Bolivia,BOL,33052112896.0,8096761,21.8,7.84,0.525,0.0,3.199,6.595,0.927,0.0,11.246,0.08,0.0,0.07,0.07,0.4,0.05,Bolivia_1998
331,1999,Bolivia,BOL,33277726720.0,8257066,26.23,9.54,0.539,0.0,3.448,6.035,0.7,0.0,10.722,0.08,0.0,0.07,0.06,0.31,0.04,Bolivia_1999
332,2000,Bolivia,BOL,34202658816.0,8418270,19.65,6.81,0.481,0.0,2.711,4.946,0.502,0.001,8.641,0.07,0.0,0.06,0.05,0.19,0.03,Bolivia_2000
333,2001,Bolivia,BOL,34862903296.0,8580244,18.47,7.04,0.437,0.0,2.433,5.078,0.344,0.0,8.292,0.06,0.0,0.05,0.05,0.13,0.03,Bolivia_2001
334,2002,Bolivia,BOL,35825102848.0,8742822,21.55,9.58,0.444,0.0,2.557,4.932,0.451,0.0,8.384,0.06,0.0,0.05,0.05,0.16,0.03,Bolivia_2002
336,2004,Bolivia,BOL,38524473344.0,9069044,26.67,13.5,0.549,0.0,3.147,6.097,0.392,1.78e-15,10.185,0.06,0.0,0.06,0.06,0.13,0.04,Bolivia_2004
337,2005,Bolivia,BOL,40332390400.0,9232301,24.91,10.75,0.613,0.0,3.701,6.614,0.249,0.0,11.176,0.06,0.0,0.07,0.06,0.08,0.04,Bolivia_2005
338,2006,Bolivia,BOL,42381266944.0,9395449,25.56,11.01,0.691,0.0,4.204,6.484,0.169,0.0,11.548,0.07,0.0,0.08,0.06,0.05,0.04,Bolivia_2006
340,2008,Bolivia,BOL,47276900352.0,9721457,25.34,9.72,0.803,0.0,5.037,7.542,0.172,0.0,13.554,0.07,0.0,0.09,0.07,0.05,0.04,Bolivia_2008
341,2009,Bolivia,BOL,48987066368.0,9884790,24.12,8.49,0.911,0.0,5.511,7.669,0.139,0.0,14.229,0.08,0.0,0.1,0.07,0.04,0.05,Bolivia_2009
344,2012,Bolivia,BOL,56708206592.0,10377677,27.9,9.99,1.06,0.0,7.035,9.548,0.136,3.55e-15,17.779,0.08,0.0,0.11,0.08,0.04,0.05,Bolivia_2012
345,2013,Bolivia,BOL,60559036416.0,10542375,28.08,9.09,1.199,0.004,7.346,10.354,0.191,0.0,19.094,0.08,0.0,0.11,0.09,0.05,0.05,Bolivia_2013
346,2014,Bolivia,BOL,63863336960.0,10706517,27.85,8.44,1.316,0.015,8.193,11.058,0.136,0.0,20.717,0.09,0.0,0.12,0.1,0.04,0.06,Bolivia_2014
347,2015,Bolivia,BOL,66965467136.0,10869732,29.05,9.79,1.367,0.015,8.233,11.527,0.136,0.0,21.278,0.1,0.0,0.12,0.1,0.04,0.06,Bolivia_2015
348,2016,Bolivia,BOL,69712117760.0,11031822,29.94,10.74,1.42,0.015,9.15,12.038,0.172,0.0,22.795,0.1,0.0,0.13,0.1,0.04,0.06,Bolivia_2016
349,2017,Bolivia,BOL,72636538880.0,11192853,29.01,9.74,1.424,0.026,9.222,12.754,0.136,3.55e-15,23.562,0.09,0.0,0.13,0.11,0.03,0.07,Bolivia_2017
350,2018,Bolivia,BOL,75704713216.0,11353140,28.81,9.82,1.439,0.022,9.349,12.892,0.154,3.55e-15,23.856,0.09,0.0,0.13,0.11,0.04,0.07,Bolivia_2018
351,1992,Bosnia and Herzegovina,BIH,16213873664.0,4233673,3.35,0.89,0.061,12.586,0.788,1.594,0.0,0.0,15.029,0.01,0.15,0.02,0.02,0.0,0.07,Bosnia and Herzegovina_1992
353,1994,Bosnia and Herzegovina,BIH,11242947584.0,3936527,2.51,0.68,0.098,1.175,0.322,1.61,0.0,0.0,3.205,0.02,0.01,0.01,0.02,0.0,0.01,Bosnia and Herzegovina_1994
354,1995,Bosnia and Herzegovina,BIH,11770818560.0,3829049,2.29,0.58,0.09,1.376,0.282,1.654,0.0,4.44e-16,3.402,0.01,0.02,0.01,0.02,0.0,0.01,Bosnia and Herzegovina_1995
355,1996,Bosnia and Herzegovina,BIH,17934745600.0,3764419,2.53,0.51,0.059,1.999,0.473,1.709,0.0,0.0,4.24,0.01,0.02,0.01,0.02,0.0,0.02,Bosnia and Herzegovina_1996
356,1997,Bosnia and Herzegovina,BIH,21766901760.0,3736070,2.96,0.63,0.078,6.243,0.282,1.762,0.0,0.001,8.366,0.01,0.07,0.01,0.02,0.0,0.03,Bosnia and Herzegovina_1997
